Temperature_Mean,Turbidity,Windspeed,Percent_Bleaching
299.75,0.157,4,14.0
299.87,0.0497,5,14.01
299.8,0.1491,7,14.01
299.43,0.0629,4,14.04
299.71,0.046,3,14.04
299.78,0.0442,3,14.04
299.27,0.0546,5,14.06
299.73,0.155,2,14.07
299.86,0.08,7,14.13
299.81,0.0545,5,14.14
299.82,0.0999,3,14.14
299.75,0.1646,5,14.18
301.41,0.0867,1,14.22
300.34,0.0781,8,14.25
299.82,0.121,6,14.25
299.77,0.1014,2,14.29
299.78,0.0789,6,14.29
299.84,0.1047,3,14.29
299.73,0.0616,3,14.29
299.71,0.046,2,14.29
299.76,0.0424,3,14.29
299.77,0.0468,3,14.29
299.81,0.0971,2,14.32
299.7,0.0684,3,14.32
299.75,0.1646,7,14.34
299.81,0.1244,4,14.34
299.88,0.0577,4,14.34
302.25,0.0436,6,14.38
299.87,0.0527,4,14.38
299.81,0.1244,5,14.38
299.74,0.1629,3,14.38
299.73,0.0609,4,14.44
299.71,0.0452,3,14.44
299.79,0.053,3,14.44
299.61,0.0421,2,14.48
299.72,0.053,2,14.49
300.35,0.1057,4,14.5
301.73,0.0837,3,14.5
301.33,0.0535,7,14.5
299.84,0.0578,4,14.55
299.81,0.1636,7,14.58
299.7,0.0487,2,14.58
298.86,0.1077,4,14.58
302.01,0.0567,3,14.59
299.78,0.1407,3,14.61
299.77,0.111,3,14.62
299.81,0.0571,4,14.63
299.31,0.0581,2,14.74
301.94,0.1387,3,14.75
300.14,0.0416,7,14.75
299.74,0.1244,4,14.81
299.77,0.1066,3,14.81
299.71,0.0609,3,14.81
299.71,0.046,6,14.81
299.73,0.0473,4,14.81
299.78,0.043,3,14.81
299.73,0.0447,3,14.81
299.73,0.155,2,14.84
299.64,0.1546,4,14.86
299.87,0.0996,3,14.88
299.99,0.0565,3,14.89
299.85,0.0641,6,14.94
299.8,0.0547,3,14.94
299.68,0.0523,1,14.94
299.84,0.0617,5,14.95
297.35,0.0707,5,15
298.66,0.0789,6,15
300.48,0.0362,7,15
300.3,0.0332,9,15
301.58,0.064,10,15
301.11,0.0582,3,15
300.87,0.0278,3,15
300.89,0.0278,2,15
300.83,0.0261,4,15
300.88,0.0264,4,15
301.21,0.0603,7,15
nd,0.0442,nd,15
301.71,0.0372,3,15
301.6,0.0442,4,15
301.06,0.0645,4,15
301.04,0.0278,4,15
301.83,0.057,2,15
302.13,0.0803,2,15
301.78,0.0513,1,15
301.78,0.0513,2,15
302.11,0.0782,1,15
302.39,0.052,1,15
302.22,0.0612,2,15
301.8,0.0465,2,15
302.46,0.0914,1,15
300.92,0.0277,7,15
299.77,0.044,9,15
301.78,0.1754,4,15
301.96,0.0466,3,15
301.33,0.0535,3,15
300.64,0.0379,7,15
299.7,0.0439,6,15
302.26,0.0435,4,15
299.27,0.063,5,15
299.87,0.0527,4,15
299.73,0.0616,3,15
301.64,0.0798,6,15
299.77,0.0562,4,15.03
299.7,0.0684,6,15.05
299.76,0.0453,3,15.05
301.01,0.0783,4,15.08
299.84,0.0644,5,15.08
299.68,0.0459,3,15.09
299.85,0.1024,3,15.1
299.75,0.157,4,15.15
299.78,0.15,4,15.15
299.71,0.0451,3,15.15
298.86,0.1053,6,15.15
299.76,0.1262,4,15.19
299.81,0.0571,7,15.24
297.35,0.0707,4,15.25
300.14,0.1075,5,15.25
301.56,0.0571,5,15.25
299.76,0.0471,3,15.26
299.83,0.1715,3,15.28
299.79,0.043,2,15.32
300.44,0.0308,7,15.32
299.77,0.1014,4,15.33
299.81,0.1244,3,15.34
299.82,0.142,4,15.35
299.71,0.0426,7,15.36
299.77,0.0532,2,15.38
299.83,0.1396,4,15.38
299.86,0.0595,4,15.38
299.86,0.0881,2,15.38
299.82,0.0999,2,15.38
299.7,0.0487,1,15.38
299.02,0.1193,3,15.38
299.81,0.0504,4,15.4
299.8,0.1636,4,15.42
299.27,0.063,3,15.43
299.88,0.074,3,15.45
299.84,0.0498,4,15.48
299.59,0.0526,10,15.5
301.58,0.064,5,15.5
302.57,0.1771,2,15.5
299.8,0.1564,5,15.54
299.84,0.0502,5,15.56
299.73,0.0473,3,15.56
299.79,0.0431,2,15.56
299.02,0.1193,1,15.56
299.83,0.0704,7,15.6
299.88,0.0577,7,15.6
300.93,0.0268,4,15.63
299.71,0.0429,2,15.69
299.79,0.157,4,15.7
299.27,0.063,4,15.74
301.53,0.0562,5,15.75
299.84,0.0653,3,15.76
299.78,0.1382,2,15.77
299.31,0.057,4,15.77
299.87,0.0527,4,15.79
299.84,0.0498,4,15.79
299.74,0.0548,1,15.79
299.77,0.0571,4,15.83
299.7,0.0461,3,15.83
299.89,0.0608,3,15.86
299.28,0.06,2,15.87
299.65,0.1713,4,15.87
299.84,0.0818,4,15.87
299.89,0.0608,5,15.87
299.72,0.0473,2,15.87
299.82,0.121,6,15.92
299.75,0.1546,4,15.94
299.72,0.0473,3,15.94
299.75,0.157,2,15.98
299.79,0.1799,3,15.99
299.05,0.0599,5,16
301.8,0.0663,4,16
299.81,0.0804,3,16
299.79,0.1203,2,16.01
299.73,0.1093,2,16.02
299.69,0.1005,3,16.07
299.81,0.0816,3,16.09
302.36,0.0477,3,16.13
299.79,0.0577,4,16.15
299.31,0.0722,4,16.16
299.81,0.1244,4,16.16
299.74,0.1629,4,16.22
299.47,0.0734,6,16.25
299.84,0.0365,9,16.25
301.11,0.0864,5,16.25
301.12,0.0525,5,16.25
300.31,0.0332,6,16.25
300.24,0.0636,7,16.25
302.23,0.1002,2,16.25
300.22,0.0468,9,16.25
300.9,0.0261,4,16.25
300.4,0.0674,6,16.25
299.98,0.0385,7,16.25
301.8,0.0762,2,16.25
299.8,0.1491,7,16.26
299.74,0.1244,5,16.3
299.89,0.0562,4,16.3
300.88,0.0275,7,16.30
299.73,0.155,5,16.33
299.47,0.0954,3,16.36
299.86,0.08,5,16.43
299.81,0.1244,4,16.47
301.83,0.0613,2,16.5
300.02,0.0528,6,16.67
299.95,0.0432,6,16.67
299.79,0.0586,2,16.67
299.76,0.0586,5,16.67
299.79,0.0971,4,16.67
299.61,0.1624,3,16.67
299.85,0.0911,4,16.67
299.52,0.1584,3,16.67
299.38,0.0581,2,16.67
299.88,0.074,3,16.67
299.65,0.1654,5,16.67
299.65,0.1713,4,16.67
299.62,0.1655,4,16.67
299.62,0.1655,6,16.67
299.81,0.1244,3,16.67
299.73,0.0482,6,16.67
299.89,0.0608,3,16.67
299.71,0.1805,4,16.67
299.8,0.0999,5,16.67
299.64,0.0599,3,16.67
299.78,0.0599,3,16.67
299.73,0.0616,4,16.67
299.7,0.0684,4,16.67
299.7,0.0487,3,16.67
299.74,0.0548,3,16.67
299.73,0.0609,3,16.67
299.73,0.0473,2,16.67
299.72,0.053,3,16.67
299.79,0.053,3,16.67
299.79,0.043,4,16.67
299.79,0.0442,6,16.67
299.76,0.0416,3,16.67
299.76,0.0453,1,16.67
299.73,0.0453,3,16.67
299.72,0.0447,4,16.67
299.7,0.0439,2,16.67
299.79,0.0421,4,16.67
299.80,0.0411,3,16.67
299.02,0.1193,6,16.67
299.02,0.1067,1,16.67
300.14,0.1075,5,16.75
299.88,0.0577,3,16.77
299.77,0.1306,3,16.78
301.11,0.0622,6,16.81
299.78,0.1405,3,16.82
300.38,0.0385,4,16.88
299.84,0.0653,3,16.89
299.75,0.0724,7,16.93
299.78,0.0789,3,16.94
299.75,0.1562,4,16.94
299.75,0.157,5,16.94
299.73,0.1769,3,16.96
299.87,0.0229,6,17
302.36,0.0411,3,17.04
299.81,0.0511,3,17.05
299.84,0.0653,3,17.07
299.75,0.1703,2,17.07
299.79,0.0442,3,17.07
299.81,0.1005,4,17.09
299.82,0.1536,3,17.12
299.77,0.1306,4,17.15
299.81,0.1005,4,17.2
299.84,0.1536,5,17.2
299.75,0.1541,2,17.22
299.79,0.157,2,17.24
298.59,0.0891,5,17.25
302.14,0.0408,5,17.25
299.84,0.1047,4,17.25
299.73,0.0818,3,17.28
299.84,0.1536,2,17.28
299.61,0.0459,2,17.28
299.69,0.1064,5,17.29
299.75,0.063,2,17.31
299.86,0.0527,4,17.33
299.84,0.0816,3,17.36
299.79,0.1203,5,17.38
299.78,0.0745,3,17.39
299.76,0.0453,1,17.39
299.73,0.0609,3,17.42
299.85,0.1024,4,17.44
299.84,0.0816,2,17.46
299.81,0.0804,5,17.47
299.09,0.2173,5,17.5
299.83,0.1387,4,17.5
300.99,0.0365,4,17.5
301.02,0.0366,4,17.5
301.2,0.0476,4,17.5
299.05,0.0599,5,17.5
297.35,0.0707,8,17.5
299.58,0.0542,3,17.5
299.86,0.0376,4,17.5
300.62,0.1829,6,17.5
300.64,0.0338,6,17.5
301.59,0.0849,4,17.5
302.55,0.1586,3,17.5
302.11,0.0782,1,17.5
302.21,0.057,2,17.5
300.10,0.036,5,17.5
300.02,0.036,5,17.5
301.31,0.0572,7,17.5
299.74,0.0453,3,17.51
299.77,0.1066,5,17.54
299.73,0.0609,5,17.54
299.71,0.0429,2,17.54
299.5,0.0514,2,17.56
299.7,0.1203,6,17.58
300.44,0.0309,7,17.63
299.78,0.0704,3,17.65
299.84,0.0617,5,17.66
299.81,0.1636,5,17.78
299.78,0.0789,3,17.83
299.79,0.043,4,17.83
299.85,0.0644,8,17.86
299.83,0.1358,4,17.86
299.79,0.043,5,17.86
299.7,0.0439,2,17.86
299.77,0.1646,3,17.89
299.43,0.0629,4,17.95
299.71,0.046,3,17.95
300.89,0.0261,3,18
301.42,0.0488,3,18
299.34,0.071,2,18
299.86,0.0595,5,18.01
299.8,0.0727,2,18.02
299.84,0.0818,3,18.02
299.71,0.0429,4,18.02
299.83,0.1358,7,18.05
299.43,0.0709,2,18.06
299.7,0.0439,3,18.06
299.56,0.0476,3,18.09
299.71,0.0459,3,18.1
299.43,0.0629,4,18.12
299.85,0.0911,4,18.18
299.83,0.1358,4,18.18
299.81,0.0527,5,18.22
300.44,0.0728,4,18.25
299.75,0.157,4,18.25
299.88,0.0577,4,18.28
299.78,0.0704,7,18.33
299.83,0.0516,2,18.37
299.82,0.121,3,18.38
299.72,0.142,5,18.38
299.27,0.0546,5,18.39
299.94,0.0547,7,18.39
299.73,0.1116,6,18.41
299.27,0.063,3,18.42
299.79,0.0425,3,18.42
297.35,0.0707,6,18.5
299.8,0.0727,6,18.52
299.81,0.0545,5,18.52
299.74,0.1542,4,18.52
299.77,0.1066,3,18.52
299.7,0.0684,3,18.52
299.73,0.0473,2,18.52
299.79,0.0431,3,18.52
298.86,0.1077,4,18.52
299.81,0.0527,5,18.57
299.78,0.0704,5,18.58
299.81,0.111,3,18.61
299.84,0.0482,6,18.64
299.75,0.1327,2,18.71
296.00,0.2787,6,18.75
295.86,0.2412,3,18.75
297.35,0.0707,8,18.75
296.00,0.2787,7,18.75
300.64,0.0302,8,18.75
300.64,0.0292,8,18.75
300.26,0.0612,5,18.75
300.87,0.0266,5,18.75
301.02,0.0276,5,18.75
301.07,0.0277,3,18.75
301.76,0.0637,3,18.75
302.21,0.057,2,18.75
301.74,0.0745,5,18.75
299.78,0.0442,2,18.75
300.72,0.0305,5,18.75
299.82,0.142,3,18.82
302.30,0.0458,3,18.85
299.81,0.1005,4,18.87
299.86,0.1489,2,18.89
299.81,0.1005,6,18.89
299.73,0.155,2,18.89
299.72,0.0971,3,18.9
299.81,0.0804,3,18.99
299.81,0.0571,3,19.05
299.78,0.0704,2,19.05
299.78,0.1005,3,19.05
299.7,0.0684,3,19.05
299.7,0.0487,4,19.05
299.76,0.0442,6,19.05
299.76,0.0422,4,19.05
299.76,0.0453,6,19.05
299.71,0.0429,3,19.05
299.02,0.1193,3,19.05
299.81,0.0971,2,19.1
299.81,0.0571,5,19.14
299.82,0.0532,7,19.14
299.84,0.0653,3,19.17
299.83,0.0802,4,19.25
299.79,0.0434,3,19.25
299.89,0.0608,4,19.26
299.75,0.1047,4,19.27
299.73,0.1826,6,19.28
299.73,0.0616,3,19.3
299.7,0.0447,3,19.3
300.88,0.0285,6,19.33
299.77,0.1646,4,19.44
299.86,0.0745,3,19.44
299.78,0.15,3,19.44
299.73,0.0599,3,19.44
299.02,0.1051,1,19.44
299.02,0.1193,2,19.44
301.32,0.0977,1,19.48
300.14,0.0364,8,19.51
299.86,0.0766,6,19.57
299.73,0.0473,2,19.61
299.76,0.0453,2,19.61
299.73,0.142,5,19.65
302.01,0.0567,3,19.66
299.81,0.0571,5,19.66
299.84,0.0889,4,19.67
299.81,0.0571,5,19.7
299.84,0.0794,7,19.74
299.84,0.0562,4,19.74
299.61,0.1624,4,19.75
299.82,0.0999,5,19.81
299.73,0.1769,6,19.84
299.71,0.0609,5,19.84
300.81,0.0381,7,19.88
299.8,0.142,7,19.92
299.07,0.1942,4,20
299.94,0.0506,5,20
295.86,0.2412,6,20
295.82,0.3246,7,20
300.19,0.0577,8,20
300.64,0.0338,4,20
300.87,0.0278,4,20
300.91,0.0273,2,20
300.89,0.0261,4,20
300.84,0.0261,3,20
300.83,0.0261,4,20
300.89,0.0264,5,20
300.88,0.0264,3,20
nd,0.0442,nd,20
301.59,0.0442,5,20
301.6,0.0442,3,20
301.6,0.0849,4,20
301.1,0.0834,4,20
301.13,0.0333,6,20
300.02,0.0926,6,20
301.77,0.1022,2,20
301.79,0.0513,2,20
302.11,0.0782,1,20
302.2,0.1595,3,20
301.96,0.0627,6,20
301.57,0.0503,5,20
301.64,0.0746,3,20
301.88,0.0569,4,20
301.86,0.062,4,20
301.35,0.0989,4,20
301.41,0.0813,4,20
301.35,0.0946,4,20
301.56,0.0552,3,20
301.04,0.0805,3,20
300.42,0.033,7,20
300.64,0.0398,10,20
302.06,0.0568,7,20
302,0.0568,3,20
302,0.0568,5,20
299.84,0.0521,4,20
299.43,0.0629,5,20
299.83,0.1387,5,20
299.86,0.0794,7,20
299.81,0.1636,3,20
299.84,0.1536,2,20
299.77,0.1066,3,20
299.81,0.0462,4,20
299.73,0.0473,3,20
299.72,0.053,4,20
299.72,0.053,3,20
301.59,0.0849,5,20
300.32,0.0395,4,20
299.88,0.0577,3,20.2
299.84,0.1047,4,20.24
301.72,0.0526,1,20.25
299.76,0.0447,3,20.26
299.85,0.0644,4,20.29
298.86,0.1064,3,20.29
300.41,0.043,7,20.35
299.76,0.0586,2,20.37
299.33,0.082,5,20.37
299.84,0.1536,6,20.41
299.81,0.1005,4,20.47
299.73,0.1769,6,20.47
299.73,0.1093,3,20.47
299.81,0.063,5,20.51
299.73,0.0473,3,20.51
299.73,0.0473,2,20.51
299.79,0.043,4,20.51
298.86,0.1064,4,20.51
299.84,0.0497,3,20.53
299.77,0.1564,3,20.58
299.76,0.0453,3,20.69
299.79,0.1051,4,20.72
299.71,0.0445,2,20.72
301.23,0.0503,5,20.75
299.69,0.1005,3,20.77
299.43,0.0629,2,20.83
299.31,0.0564,2,20.83
299.73,0.0616,3,20.83
299.7,0.0439,2,20.83
299.7,0.0461,3,20.83
299.02,0.1073,3,20.83
299.79,0.1203,5,20.94
299.84,0.1536,5,20.99
300.14,0.0416,5,21
301.07,0.0691,3,21
299.74,0.0442,3,21.05
299.88,0.0565,3,21.09
299.79,0.0482,4,21.11
300.19,0.0373,8,21.13
299.81,0.1005,6,21.17
299.83,0.1387,4,21.21
299.81,0.0804,2,21.21
299.74,0.0548,6,21.21
299.73,0.0473,3,21.21
299.79,0.043,2,21.21
299.8,0.0434,4,21.21
296.8,0.0686,7,21.25
300.3,0.0497,9,21.25
300.91,0.0258,2,21.25
301.06,0.034,5,21.25
302.57,0.1771,3,21.25
302.28,0.0444,2,21.25
302.19,0.044,8,21.25
301.32,0.0572,3,21.25
302.06,0.0568,7,21.25
301.31,0.0453,4,21.25
299.84,0.0578,5,21.26
299.67,0.1632,5,21.35
299.76,0.0586,5,21.37
299.79,0.157,4,21.38
299.84,0.0794,3,21.39
299.67,0.1632,5,21.43
299.68,0.1764,3,21.43
299.73,0.0616,3,21.43
299.95,0.0432,6,21.48
302.27,0.0757,2,21.5
302.24,0.1711,3,21.5
299.84,0.0794,3,21.52
299.78,0.1382,5,21.53
299.81,0.063,2,21.57
299.7,0.0684,3,21.57
299.71,0.0445,2,21.57
299.7,0.0684,3,21.6
299.81,0.0504,5,21.69
299.83,0.0627,5,21.71
299.28,0.102,4,21.74
299.81,0.1005,6,21.78
299.84,0.0794,2,21.79
299.73,0.1769,4,21.83
299.75,0.0889,4,21.84
299.71,0.0451,3,21.84
299.79,0.1799,3,21.86
299.75,0.0543,6,21.88
299.88,0.0577,4,21.98
299.27,0.0546,4,22
299.82,0.142,2,22.04
299.85,0.0766,6,22.22
299.83,0.0506,8,22.22
299.84,0.0653,6,22.22
299.83,0.0704,5,22.22
299.81,0.1005,7,22.22
299.78,0.0745,6,22.22
299.81,0.0494,4,22.22
299.88,0.0577,3,22.22
299.58,0.1691,3,22.22
299.89,0.0608,9,22.22
299.72,0.053,2,22.22
299.79,0.0425,3,22.22
299.78,0.0417,3,22.22
299.76,0.04,2,22.22
302.21,0.057,2,22.25
301.07,0.0909,3,22.25
300.64,0.0398,9,22.25
299.77,0.1014,3,22.33
299.48,0.0571,2,22.37
299.81,0.0527,4,22.42
299.81,0.1636,3,22.44
299.65,0.0781,4,22.5
299.63,0.0622,5,22.5
301.94,0.0618,3,22.5
301.37,0.0271,5,22.5
301.06,0.0299,5,22.5
301.07,0.0277,5,22.5
302.25,0.0646,3,22.5
301.81,0.0731,3,22.5
301.51,0.0503,5,22.5
300.65,0.0379,6,22.5
302,0.0565,3,22.5
300.31,0.1082,7,22.5
300.31,0.1082,10,22.5
300.78,0.029,8,22.5
301.22,0.0505,3,22.5
301.32,0.0833,4,22.5
301.74,0.0553,4,22.5
301.77,0.0727,1,22.5
299.8,0.1564,5,22.54
299.83,0.1358,4,22.54
299.64,0.1546,4,22.58
299.74,0.0548,4,22.62
299.68,0.1564,3,22.64
299.94,0.0464,5,22.65
299.81,0.0545,2,22.65
299.79,0.0431,3,22.67
299.78,0.0599,1,22.73
296.47,0.1664,6,22.75
301.01,0.0697,3,22.75
299.78,0.0804,3,22.81
299.81,0.1636,9,22.81
299.77,0.1066,3,22.81
299.73,0.0473,3,22.81
299.7,0.0461,3,22.81
299.85,0.1024,4,22.84
299.68,0.0532,6,22.92
299.83,0.1387,8,22.92
299.81,0.1005,6,22.97
299.07,0.1942,4,23
299.84,0.0816,4,23.08
299.84,0.1047,4,23.08
299.86,0.0745,4,23.12
299.79,0.1051,6,23.16
299.79,0.0971,5,23.17
299.78,0.1711,1,23.19
299.7,0.0487,3,23.19
299.8,0.1564,4,23.33
299.71,0.0445,2,23.33
301.95,0.0589,3,23.36
301.83,0.0618,3,23.38
299.79,0.1203,5,23.38
299.77,0.1262,6,23.42
299.76,0.0586,4,23.46
299.73,0.0473,3,23.53
299.27,0.0546,4,23.68
299.83,0.0704,4,23.72
296.47,0.1664,6,23.75
301.21,0.0787,6,23.75
301.17,0.0602,6,23.75
302.21,0.057,2,23.75
300.54,0.0328,5,23.75
300.14,0.0463,5,23.75
300.14,0.0463,3,23.75
299.8,0.063,4,23.81
299.76,0.1836,5,23.81
299.72,0.053,3,23.81
302.39,0.0397,6,23.89
298.82,0.0252,4,23.91
299.78,0.0727,6,23.93
299.38,0.0683,2,24
299.73,0.1769,4,24
299.84,0.1536,3,24.07
301.77,0.0878,3,24.08
299.8,0.0727,4,24.18
299.78,0.15,6,24.24
299.07,0.1942,5,24.25
302.3,0.0757,2,24.25
300.16,0.0753,8,24.32
299.73,0.0616,3,24.32
299.7,0.0684,3,24.36
299.76,0.0453,3,24.36
299.73,0.0616,3,24.44
299.7,0.0487,2,24.44
299.73,0.0609,3,24.44
299.83,0.0506,5,24.46
299.3,0.0738,4,24.49
299.74,0.0453,2,24.51
299.86,0.0766,5,24.56
299.77,0.111,5,24.56
299.71,0.0459,1,24.56
300.35,0.1057,4,24.62
299.48,0.0561,2,24.64
299.28,0.0564,5,24.64
299.31,0.0847,4,24.65
299.72,0.1584,2,24.75
299.28,0.102,2,24.78
299.73,0.155,6,24.8
299.78,0.0938,7,24.81
299.33,0.0738,2,24.82
299.25,0.0822,2,25
299.29,0.0666,6,25
299.81,0.1005,4,25
299.77,0.0571,4,25
297.11,0.1101,6,25
298.37,0.0617,5,25
295.98,0.256,6,25
296.27,0.1074,4,25
297.35,0.0731,8,25
299.23,0.057,6,25
299.83,0.1465,5,25
300.26,0.0301,5,25
300.25,0.0292,5,25
296.94,0.0353,6,25
299.74,0.0729,2,25
300.71,0.0605,6,25
301,0.0686,4,25
300.16,0.1011,6,25
300.83,0.0261,3,25
301.6,0.0442,3,25
301.34,0.0434,3,25
301.43,0.0515,5,25
301.09,0.1022,8,25
301.09,0.1022,5,25
301.08,0.0283,5,25
299.82,0.0442,5,25
299.93,0.1085,6,25
299.99,0.1233,5,25
300.03,0.0764,6,25
300.03,0.0764,5,25
302.57,0.1771,3,25
301.78,0.0513,2,25
302.21,0.057,2,25
302.07,0.0768,2,25
301.86,0.0721,3,25
301.92,0.0767,3,25
300.20,0.0435,9,25
301.21,0.0546,7,25
296.82,0.085,4,25
299.98,0.0385,10,25
298.86,0.1053,3,25
299.43,0.1476,6,25
299.85,0.1024,5,25
299.34,0.071,5,25
299.31,0.0847,5,25
299.75,0.1703,6,25
299.78,0.0584,3,25
299.78,0.0599,3,25
299.7,0.0684,3,25
299.72,0.053,3,25
299.72,0.0439,2,25
299.7,0.0439,3,25
299.67,0.0403,3,25
300.39,0.0472,4,25
301.64,0.0798,4,25
299.87,0.0527,5,25.25
300.3,0.0346,4,25.37
299.78,0.1203,5,25.4
299.73,0.155,6,25.4
299.78,0.0442,3,25.4
299.71,0.0428,2,25.48
299.87,0.0996,4,25.64
299.02,0.1193,3,25.64
300.88,0.0279,7,25.75
299.7,0.0684,5,25.76
299.79,0.043,5,25.76
299.73,0.0804,2,25.78
299.83,0.0584,2,25.78
299.84,0.0617,7,25.82
301.79,0.1089,2,25.93
299.74,0.0548,2,25.93
299.76,0.0447,3,25.93
299.7,0.0439,4,25.93
300.16,0.0535,4,25.97
300.62,0.1829,6,26
299.74,0.1629,4,26.04
299.84,0.0818,3,26.04
299.77,0.1646,4,26.11
300.42,0.0462,8,26.12
299.71,0.1805,3,26.13
299.73,0.0609,5,26.19
299.86,0.08,7,26.23
301.09,0.041,4,26.25
301.06,0.0299,5,26.25
301.24,0.0602,2,26.25
301.68,0.0731,6,26.25
299.8,0.0727,4,26.25
299.86,0.0481,5,26.25
299.84,0.0617,5,26.44
299.72,0.1553,6,26.44
301.77,0.0727,2,26.5
301.78,0.1609,2,26.67
299.79,0.0586,2,26.67
299.77,0.0532,3,26.67
299.8,0.0727,2,26.67
299.81,0.0545,5,26.67
299.83,0.1387,4,26.67
299.34,0.082,5,26.67
299.78,0.1405,7,26.67
299.78,0.0599,3,26.67
299.02,0.1073,4,26.67
299.69,0.1711,3,26.77
302.32,0.0409,6,26.79
299.79,0.1093,4,26.85
299.78,0.0599,3,26.88
299.77,0.1646,3,26.93
299.86,0.0493,4,27
299.73,0.1769,4,27.03
302.41,0.0389,6,27.06
299.02,0.1193,3,27.08
299.81,0.063,4,27.19
299.83,0.0704,2,27.22
299.74,0.0548,3,27.27
299.79,0.0427,2,27.27
300.4,0.0386,8,27.35
299.43,0.0709,4,27.41
299.81,0.0816,7,27.44
299.76,0.0447,3,27.45
296.1,0.251,6,27.5
300.44,0.1062,6,27.5
302.23,0.1002,3,27.5
301.07,0.0277,5,27.5
302.22,0.077,4,27.5
302.06,0.0568,7,27.5
299.81,0.0845,5,27.5
299.73,0.1769,4,27.52
299.78,0.1382,2,27.54
299.61,0.1769,4,27.6
299.85,0.0641,2,27.63
299.79,0.1203,2,27.78
299.84,0.0794,4,27.78
299.78,0.0599,1,27.78
299.76,0.0453,6,27.78
299.83,0.1387,5,27.93
299.81,0.0571,7,28.03
299.78,0.0704,3,28.07
299.82,0.0999,3,28.07
299.74,0.0548,5,28.07
299.79,0.053,2,28.07
299.79,0.1051,3,28.16
299.89,0.0562,4,28.21
299.73,0.1769,4,28.23
299.81,0.1005,3,28.26
299.84,0.0497,3,28.28
299.27,0.063,3,28.3
299.83,0.0704,2,28.3
299.77,0.1066,2,28.33
299.73,0.1505,7,28.35
299.34,0.071,3,28.37
299.78,0.15,3,28.43
299.87,0.0527,4,28.46
299.68,0.0543,6,28.57
299.74,0.0548,2,28.57
299.79,0.053,3,28.57
299.02,0.1073,6,28.57
298.86,0.1081,1,28.57
299.78,0.15,4,28.72
299.6,0.0695,4,28.75
300.14,0.1075,3,28.75
300.19,0.0577,5,28.75
301.54,0.0782,10,28.75
303.08,0.1509,2,28.75
302.9,0.2259,2,28.75
302.4,0.0734,2,28.75
300.1,0.0714,6,28.75
301.32,0.0833,2,28.75
299.88,0.0577,4,28.79
299.8,0.1122,2,28.79
299.84,0.0653,3,28.81
299.79,0.043,3,28.89
299.76,0.0401,4,28.95
299.72,0.053,3,29.03
299.86,0.1489,7,29.17
299.83,0.0704,7,29.17
299.81,0.1005,6,29.17
299.7,0.0684,3,29.17
299.72,0.0548,4,29.17
302.02,0.0571,4,29.25
299.7,0.0487,2,29.41
299.81,0.1005,4,29.46
299.83,0.1358,4,29.47
299.77,0.1066,3,29.49
299.69,0.1691,4,29.52
299.43,0.0709,2,29.58
299.83,0.0704,2,29.63
299.7,0.0684,4,29.63
299.7,0.0487,3,29.63
299.73,0.0609,5,29.63
299.76,0.0453,2,29.63
300.82,0.0324,2,29.67
299.84,0.0532,2,29.67
300.44,0.1062,5,29.75
299.68,0.1764,4,29.82
298.46,0.0333,6,29.85
299.94,0.0502,2,29.89
299.81,0.1683,5,29.93
299.77,0.0674,7,29.95
296.1,0.2493,7,30
297.35,0.0731,5,30
299.84,0.0263,5,30
300.64,0.034,6,30
301.75,0.0553,1,30
302.57,0.1771,3,30
301.79,0.0513,2,30
302.19,0.0503,3,30
301.88,0.0532,9,30
300.88,0.0269,6,30
302.17,0.0502,5,30
298.15,0.0319,5,30
299.76,0.0453,2,30
299.73,0.0473,3,30
300.83,0.065,2,30
299.71,0.0459,3,30.08
299.73,0.0609,5,30.16
301.18,0.0458,6,30.25
299.84,0.0818,9,30.3
299.71,0.0459,3,30.3
299.7,0.0801,8,30.32
299.72,0.0889,4,30.35
299.78,0.0599,4,30.43
300.16,0.0535,4,30.49
299.83,0.0889,4,30.51
299.82,0.121,3,30.56
299.85,0.0766,4,30.61
299.31,0.0847,4,30.63
299.95,0.0432,5,30.74
301.17,0.0602,7,30.75
299.77,0.1262,3,30.76
299.83,0.1396,6,30.89
298.74,0.028,8,30.94
299.3,0.0738,5,30.95
299.6,0.0695,7,31
299.9,0.0845,4,31.03
299.75,0.1546,5,31.07
302.22,0.0612,2,31.25
299.73,0.0609,2,31.25
302,0.0656,6,31.25
300.44,0.0352,9,31.29
299.84,0.0653,2,31.31
299.79,0.0402,4,31.37
299.68,0.1764,4,31.48
299.8,0.0502,2,31.48
299.73,0.0609,2,31.48
299.84,0.0816,4,31.58
299.81,0.0845,4,31.58
299.76,0.0447,3,31.58
299.83,0.0627,6,31.67
301.76,0.0637,4,31.75
299.72,0.053,4,31.88
299.77,0.0938,7,31.94
299.3,0.0738,5,32
299.78,0.0938,2,32.18
300.4,0.0674,8,32.25
299.83,0.1387,4,32.26
299.83,0.1396,4,32.29
299.48,0.0571,4,32.35
299.28,0.102,4,32.43
298.59,0.0891,5,32.5
301.8,0.1447,2,32.5
301.8,0.0637,1,32.5
300.46,0.0508,6,32.5
300.82,0.1606,3,32.5
300.88,0.0279,7,32.52
299.74,0.1405,4,32.55
299.84,0.0794,4,32.64
299.78,0.15,4,32.8
299.74,0.1629,4,32.89
299.98,0.0428,4,33
299.49,0.0517,4,33.25
302.35,0.0459,3,33.33
